Domain,I+,I-,I0,IPH+,IPH-,IPH0,V+,V-,V0,VPH+,VPH-,VPH0,VA,VB,VC,IA,IB,IC,Type
0.52075,0.819189239,0.819189239,0.819189239,-2.604488714,-2.604488714,-2.604488714,74.14579282,74.14579282,74.14579282,-1.591651161,-1.591651161,-1.591651161,1,0,1,0,1,0,2
0.521,0.819249906,0.819249906,0.819249906,-2.60644573,-2.60644573,-2.60644573,74.14408488,74.14408488,74.14408488,-1.591666745,-1.591666745,-1.591666745,1,0,1,0,1,0,2
0.52125,0.819249906,0.819249906,0.819249906,-2.60644573,-2.60644573,-2.60644573,74.14408488,74.14408488,74.14408488,-1.591666745,-1.591666745,-1.591666745,1,0,1,0,1,0,2
0.5215,0.819249906,0.819249906,0.819249906,-2.60644573,-2.60644573,-2.60644573,74.14408488,74.14408488,74.14408488,-1.591666745,-1.591666745,-1.591666745,1,0,1,0,1,0,2
0.52175,0.819249906,0.819249906,0.819249906,-2.60644573,-2.60644573,-2.60644573,74.14408488,74.14408488,74.14408488,-1.591666745,-1.591666745,-1.591666745,1,0,1,0,1,0,2
0.522,0.818795622,0.818795622,0.818795622,-2.607950532,-2.607950532,-2.607950532,74.13629453,74.13629453,74.13629453,-1.591688278,-1.591688278,-1.591688278,1,0,1,0,1,0,2
0.52225,0.818795622,0.818795622,0.818795622,-2.607950532,-2.607950532,-2.607950532,74.13629453,74.13629453,74.13629453,-1.591688278,-1.591688278,-1.591688278,1,0,1,0,1,0,2
0.5225,0.818795622,0.818795622,0.818795622,-2.607950532,-2.607950532,-2.607950532,74.13629453,74.13629453,74.13629453,-1.591688278,-1.591688278,-1.591688278,1,0,1,0,1,0,2
0.52275,0.818795622,0.818795622,0.818795622,-2.607950532,-2.607950532,-2.607950532,74.13629453,74.13629453,74.13629453,-1.591688278,-1.591688278,-1.591688278,1,0,1,0,1,0,2
0.523,0.818063417,0.818063417,0.818063417,-2.608921315,-2.608921315,-2.608921315,74.13467562,74.13467562,74.13467562,-1.591684066,-1.591684066,-1.591684066,1,0,1,0,1,0,2
0.52325,0.818063417,0.818063417,0.818063417,-2.608921315,-2.608921315,-2.608921315,74.13467562,74.13467562,74.13467562,-1.591684066,-1.591684066,-1.591684066,1,0,1,0,1,0,2
0.5235,0.818063417,0.818063417,0.818063417,-2.608921315,-2.608921315,-2.608921315,74.13467562,74.13467562,74.13467562,-1.591684066,-1.591684066,-1.591684066,1,0,1,0,1,0,2
0.52375,0.818063417,0.818063417,0.818063417,-2.608921315,-2.608921315,-2.608921315,74.13467562,74.13467562,74.13467562,-1.591684066,-1.591684066,-1.591684066,1,0,1,0,1,0,2
0.524,0.817146842,0.817146842,0.817146842,-2.60944121,-2.60944121,-2.60944121,74.13377673,74.13377673,74.13377673,-1.591676065,-1.591676065,-1.591676065,1,0,1,0,1,0,2
0.52425,0.817146842,0.817146842,0.817146842,-2.60944121,-2.60944121,-2.60944121,74.13377673,74.13377673,74.13377673,-1.591676065,-1.591676065,-1.591676065,1,0,1,0,1,0,2
0.5245,0.817146842,0.817146842,0.817146842,-2.60944121,-2.60944121,-2.60944121,74.13377673,74.13377673,74.13377673,-1.591676065,-1.591676065,-1.591676065,1,0,1,0,1,0,2
0.52475,0.817146842,0.817146842,0.817146842,-2.60944121,-2.60944121,-2.60944121,74.13377673,74.13377673,74.13377673,-1.591676065,-1.591676065,-1.591676065,1,0,1,0,1,0,2
0.525,0.816251499,0.816251499,0.816251499,-2.609487084,-2.609487084,-2.609487084,74.13301128,74.13301128,74.13301128,-1.591660804,-1.591660804,-1.591660804,1,0,1,0,1,0,2
0.52525,0.816251499,0.816251499,0.816251499,-2.609487084,-2.609487084,-2.609487084,74.13301128,74.13301128,74.13301128,-1.591660804,-1.591660804,-1.591660804,1,0,1,0,1,0,2
0.5255,0.816251499,0.816251499,0.816251499,-2.609487084,-2.609487084,-2.609487084,74.13301128,74.13301128,74.13301128,-1.591660804,-1.591660804,-1.591660804,1,0,1,0,1,0,2
0.52575,0.816251499,0.816251499,0.816251499,-2.609487084,-2.609487084,-2.609487084,74.13301128,74.13301128,74.13301128,-1.591660804,-1.591660804,-1.591660804,1,0,1,0,1,0,2
0.526,0.816251499,0.816251499,0.816251499,-2.609487084,-2.609487084,-2.609487084,74.13301128,74.13301128,74.13301128,-1.591660804,-1.591660804,-1.591660804,1,0,1,0,1,0,2
0.52625,0.815458579,0.815458579,0.815458579,-2.609131177,-2.609131177,-2.609131177,74.13301543,74.13301543,74.13301543,-1.591661077,-1.591661077,-1.591661077,1,0,1,0,1,0,2
0.5265,0.815458579,0.815458579,0.815458579,-2.609131177,-2.609131177,-2.609131177,74.13301543,74.13301543,74.13301543,-1.591661077,-1.591661077,-1.591661077,1,0,1,0,1,0,2
0.52675,0.815458579,0.815458579,0.815458579,-2.609131177,-2.609131177,-2.609131177,74.13301543,74.13301543,74.13301543,-1.591661077,-1.591661077,-1.591661077,1,0,1,0,1,0,2
0.527,0.815458579,0.815458579,0.815458579,-2.609131177,-2.609131177,-2.609131177,74.13301543,74.13301543,74.13301543,-1.591661077,-1.591661077,-1.591661077,1,0,1,0,1,0,2
0.52725,0.81486749,0.81486749,0.81486749,-2.608463413,-2.608463413,-2.608463413,74.13304533,74.13304533,74.13304533,-1.591658987,-1.591658987,-1.591658987,1,0,1,0,1,0,2
0.5275,0.81486749,0.81486749,0.81486749,-2.608463413,-2.608463413,-2.608463413,74.13304533,74.13304533,74.13304533,-1.591658987,-1.591658987,-1.591658987,1,0,1,0,1,0,2
0.52775,0.81486749,0.81486749,0.81486749,-2.608463413,-2.608463413,-2.608463413,74.13304533,74.13304533,74.13304533,-1.591658987,-1.591658987,-1.591658987,1,0,1,0,1,0,2
0.528,0.81486749,0.81486749,0.81486749,-2.608463413,-2.608463413,-2.608463413,74.13304533,74.13304533,74.13304533,-1.591658987,-1.591658987,-1.591658987,1,0,1,0,1,0,2
0.52825,0.814547815,0.814547815,0.814547815,-2.607614788,-2.607614788,-2.607614788,74.13323489,74.13323489,74.13323489,-1.591655112,-1.591655112,-1.591655112,1,0,1,0,1,0,2
0.5285,0.814547815,0.814547815,0.814547815,-2.607614788,-2.607614788,-2.607614788,74.13323489,74.13323489,74.13323489,-1.591655112,-1.591655112,-1.591655112,1,0,1,0,1,0,2
0.52875,0.814547815,0.814547815,0.814547815,-2.607614788,-2.607614788,-2.607614788,74.13323489,74.13323489,74.13323489,-1.591655112,-1.591655112,-1.591655112,1,0,1,0,1,0,2
0.529,0.814547815,0.814547815,0.814547815,-2.607614788,-2.607614788,-2.607614788,74.13323489,74.13323489,74.13323489,-1.591655112,-1.591655112,-1.591655112,1,0,1,0,1,0,2
0.52925,0.814520071,0.814520071,0.814520071,-2.606753797,-2.606753797,-2.606753797,74.13389866,74.13389866,74.13389866,-1.591649054,-1.591649054,-1.591649054,1,0,1,0,1,0,2
0.5295,0.814520071,0.814520071,0.814520071,-2.606753797,-2.606753797,-2.606753797,74.13389866,74.13389866,74.13389866,-1.591649054,-1.591649054,-1.591649054,1,0,1,0,1,0,2
0.52975,0.814520071,0.814520071,0.814520071,-2.606753797,-2.606753797,-2.606753797,74.13389866,74.13389866,74.13389866,-1.591649054,-1.591649054,-1.591649054,1,0,1,0,1,0,2
0.53,0.814520071,0.814520071,0.814520071,-2.606753797,-2.606753797,-2.606753797,74.13389866,74.13389866,74.13389866,-1.591649054,-1.591649054,-1.591649054,1,0,1,0,1,0,2
0.53025,0.814749558,0.814749558,0.814749558,-2.605991474,-2.605991474,-2.605991474,74.1337973,74.1337973,74.1337973,-1.591649334,-1.591649334,-1.591649334,1,0,1,0,1,0,2
0.5305,0.814749558,0.814749558,0.814749558,-2.605991474,-2.605991474,-2.605991474,74.1337973,74.1337973,74.1337973,-1.591649334,-1.591649334,-1.591649334,1,0,1,0,1,0,2
0.53075,0.814749558,0.814749558,0.814749558,-2.605991474,-2.605991474,-2.605991474,74.1337973,74.1337973,74.1337973,-1.591649334,-1.591649334,-1.591649334,1,0,1,0,1,0,2
0.531,0.814749558,0.814749558,0.814749558,-2.605991474,-2.605991474,-2.605991474,74.1337973,74.1337973,74.1337973,-1.591649334,-1.591649334,-1.591649334,1,0,1,0,1,0,2
0.53125,0.814749558,0.814749558,0.814749558,-2.605991474,-2.605991474,-2.605991474,74.1337973,74.1337973,74.1337973,-1.591649334,-1.591649334,-1.591649334,1,0,1,0,1,0,2
0.5315,0.815198791,0.815198791,0.815198791,-2.605396621,-2.605396621,-2.605396621,74.13310415,74.13310415,74.13310415,-1.59164753,-1.59164753,-1.59164753,1,0,1,0,1,0,2
0.53175,0.815198791,0.815198791,0.815198791,-2.605396621,-2.605396621,-2.605396621,74.13310415,74.13310415,74.13310415,-1.59164753,-1.59164753,-1.59164753,1,0,1,0,1,0,2
0.532,0.815198791,0.815198791,0.815198791,-2.605396621,-2.605396621,-2.605396621,74.13310415,74.13310415,74.13310415,-1.59164753,-1.59164753,-1.59164753,1,0,1,0,1,0,2
0.53225,0.815198791,0.815198791,0.815198791,-2.605396621,-2.605396621,-2.605396621,74.13310415,74.13310415,74.13310415,-1.59164753,-1.59164753,-1.59164753,1,0,1,0,1,0,2
0.5325,0.815813655,0.815813655,0.815813655,-2.605050582,-2.605050582,-2.605050582,74.13193046,74.13193046,74.13193046,-1.591637082,-1.591637082,-1.591637082,1,0,1,0,1,0,2
0.53275,0.815813655,0.815813655,0.815813655,-2.605050582,-2.605050582,-2.605050582,74.13193046,74.13193046,74.13193046,-1.591637082,-1.591637082,-1.591637082,1,0,1,0,1,0,2
0.533,0.815813655,0.815813655,0.815813655,-2.605050582,-2.605050582,-2.605050582,74.13193046,74.13193046,74.13193046,-1.591637082,-1.591637082,-1.591637082,1,0,1,0,1,0,2
0.53325,0.815813655,0.815813655,0.815813655,-2.605050582,-2.605050582,-2.605050582,74.13193046,74.13193046,74.13193046,-1.591637082,-1.591637082,-1.591637082,1,0,1,0,1,0,2
0.5335,0.816502477,0.816502477,0.816502477,-2.605019011,-2.605019011,-2.605019011,74.13168805,74.13168805,74.13168805,-1.591632249,-1.591632249,-1.591632249,1,0,1,0,1,0,2
0.53375,0.816502477,0.816502477,0.816502477,-2.605019011,-2.605019011,-2.605019011,74.13168805,74.13168805,74.13168805,-1.591632249,-1.591632249,-1.591632249,1,0,1,0,1,0,2
0.534,0.816502477,0.816502477,0.816502477,-2.605019011,-2.605019011,-2.605019011,74.13168805,74.13168805,74.13168805,-1.591632249,-1.591632249,-1.591632249,1,0,1,0,1,0,2
0.53425,0.816502477,0.816502477,0.816502477,-2.605019011,-2.605019011,-2.605019011,74.13168805,74.13168805,74.13168805,-1.591632249,-1.591632249,-1.591632249,1,0,1,0,1,0,2
0.5345,0.817080679,0.817080679,0.817080679,-2.605281586,-2.605281586,-2.605281586,74.13203796,74.13203796,74.13203796,-1.591655286,-1.591655286,-1.591655286,1,0,1,0,1,0,2
0.53475,0.817080679,0.817080679,0.817080679,-2.605281586,-2.605281586,-2.605281586,74.13203796,74.13203796,74.13203796,-1.591655286,-1.591655286,-1.591655286,1,0,1,0,1,0,2
0.535,0.817080679,0.817080679,0.817080679,-2.605281586,-2.605281586,-2.605281586,74.13203796,74.13203796,74.13203796,-1.591655286,-1.591655286,-1.591655286,1,0,1,0,1,0,2
0.53525,0.817080679,0.817080679,0.817080679,-2.605281586,-2.605281586,-2.605281586,74.13203796,74.13203796,74.13203796,-1.591655286,-1.591655286,-1.591655286,1,0,1,0,1,0,2
0.5355,0.817462464,0.817462464,0.817462464,-2.60571464,-2.60571464,-2.60571464,74.13173827,74.13173827,74.13173827,-1.591676241,-1.591676241,-1.591676241,1,0,1,0,1,0,2
0.53575,0.817462464,0.817462464,0.817462464,-2.60571464,-2.60571464,-2.60571464,74.13173827,74.13173827,74.13173827,-1.591676241,-1.591676241,-1.591676241,1,0,1,0,1,0,2
0.536,0.817462464,0.817462464,0.817462464,-2.60571464,-2.60571464,-2.60571464,74.13173827,74.13173827,74.13173827,-1.591676241,-1.591676241,-1.591676241,1,0,1,0,1,0,2
0.53625,0.817462464,0.817462464,0.817462464,-2.60571464,-2.60571464,-2.60571464,74.13173827,74.13173827,74.13173827,-1.591676241,-1.591676241,-1.591676241,1,0,1,0,1,0,2
0.5365,0.817646968,0.817646968,0.817646968,-2.606205406,-2.606205406,-2.606205406,74.13096293,74.13096293,74.13096293,-1.591692092,-1.591692092,-1.591692092,1,0,1,0,1,0,2
0.53675,0.817646968,0.817646968,0.817646968,-2.606205406,-2.606205406,-2.606205406,74.13096293,74.13096293,74.13096293,-1.591692092,-1.591692092,-1.591692092,1,0,1,0,1,0,2
0.537,0.817646968,0.817646968,0.817646968,-2.606205406,-2.606205406,-2.606205406,74.13096293,74.13096293,74.13096293,-1.591692092,-1.591692092,-1.591692092,1,0,1,0,1,0,2
0.53725,0.817646968,0.817646968,0.817646968,-2.606205406,-2.606205406,-2.606205406,74.13096293,74.13096293,74.13096293,-1.591692092,-1.591692092,-1.591692092,1,0,1,0,1,0,2
0.5375,0.817646968,0.817646968,0.817646968,-2.606205406,-2.606205406,-2.606205406,74.13096293,74.13096293,74.13096293,-1.591692092,-1.591692092,-1.591692092,1,0,1,0,1,0,2
0.53775,0.817661385,0.817661385,0.817661385,-2.606659731,-2.606659731,-2.606659731,74.13019176,74.13019176,74.13019176,-1.591699131,-1.591699131,-1.591699131,1,0,1,0,1,0,2
0.538,0.817661385,0.817661385,0.817661385,-2.606659731,-2.606659731,-2.606659731,74.13019176,74.13019176,74.13019176,-1.591699131,-1.591699131,-1.591699131,1,0,1,0,1,0,2
0.53825,0.817661385,0.817661385,0.817661385,-2.606659731,-2.606659731,-2.606659731,74.13019176,74.13019176,74.13019176,-1.591699131,-1.591699131,-1.591699131,1,0,1,0,1,0,2
0.5385,0.817661385,0.817661385,0.817661385,-2.606659731,-2.606659731,-2.606659731,74.13019176,74.13019176,74.13019176,-1.591699131,-1.591699131,-1.591699131,1,0,1,0,1,0,2
0.53875,0.817543142,0.817543142,0.817543142,-2.607051675,-2.607051675,-2.607051675,74.13024218,74.13024218,74.13024218,-1.591698991,-1.591698991,-1.591698991,1,0,1,0,1,0,2
0.539,0.817543142,0.817543142,0.817543142,-2.607051675,-2.607051675,-2.607051675,74.13024218,74.13024218,74.13024218,-1.591698991,-1.591698991,-1.591698991,1,0,1,0,1,0,2
0.53925,0.817543142,0.817543142,0.817543142,-2.607051675,-2.607051675,-2.607051675,74.13024218,74.13024218,74.13024218,-1.591698991,-1.591698991,-1.591698991,1,0,1,0,1,0,2
0.5395,0.817543142,0.817543142,0.817543142,-2.607051675,-2.607051675,-2.607051675,74.13024218,74.13024218,74.13024218,-1.591698991,-1.591698991,-1.591698991,1,0,1,0,1,0,2
0.53975,0.817301915,0.817301915,0.817301915,-2.60737111,-2.60737111,-2.60737111,74.13142216,74.13142216,74.13142216,-1.591702061,-1.591702061,-1.591702061,1,0,1,0,1,0,2
0.54,0.817301915,0.817301915,0.817301915,-2.60737111,-2.60737111,-2.60737111,74.13142216,74.13142216,74.13142216,-1.591702061,-1.591702061,-1.591702061,1,0,1,0,1,0,2
0.54025,0.817301915,0.817301915,0.817301915,-2.60737111,-2.60737111,-2.60737111,74.13142216,74.13142216,74.13142216,-1.591702061,-1.591702061,-1.591702061,1,0,1,0,1,0,2
0.5405,0.817301915,0.817301915,0.817301915,-2.60737111,-2.60737111,-2.60737111,74.13142216,74.13142216,74.13142216,-1.591702061,-1.591702061,-1.591702061,1,0,1,0,1,0,2
0.54075,0.816936281,0.816936281,0.816936281,-2.607577699,-2.607577699,-2.607577699,74.13313672,74.13313672,74.13313672,-1.591717322,-1.591717322,-1.591717322,1,0,1,0,1,0,2
0.541,0.816936281,0.816936281,0.816936281,-2.607577699,-2.607577699,-2.607577699,74.13313672,74.13313672,74.13313672,-1.591717322,-1.591717322,-1.591717322,1,0,1,0,1,0,2
0.54125,0.816936281,0.816936281,0.816936281,-2.607577699,-2.607577699,-2.607577699,74.13313672,74.13313672,74.13313672,-1.591717322,-1.591717322,-1.591717322,1,0,1,0,1,0,2
0.5415,0.816936281,0.816936281,0.816936281,-2.607577699,-2.607577699,-2.607577699,74.13313672,74.13313672,74.13313672,-1.591717322,-1.591717322,-1.591717322,1,0,1,0,1,0,2
0.54175,0.816466884,0.816466884,0.816466884,-2.607600669,-2.607600669,-2.607600669,74.13432409,74.13432409,74.13432409,-1.591740992,-1.591740992,-1.591740992,1,0,1,0,1,0,2
0.542,0.816466884,0.816466884,0.816466884,-2.607600669,-2.607600669,-2.607600669,74.13432409,74.13432409,74.13432409,-1.591740992,-1.591740992,-1.591740992,1,0,1,0,1,0,2
0.54225,0.816466884,0.816466884,0.816466884,-2.607600669,-2.607600669,-2.607600669,74.13432409,74.13432409,74.13432409,-1.591740992,-1.591740992,-1.591740992,1,0,1,0,1,0,2
0.5425,0.816466884,0.816466884,0.816466884,-2.607600669,-2.607600669,-2.607600669,74.13432409,74.13432409,74.13432409,-1.591740992,-1.591740992,-1.591740992,1,0,1,0,1,0,2
0.54275,0.815999026,0.815999026,0.815999026,-2.607389586,-2.607389586,-2.607389586,74.13448951,74.13448951,74.13448951,-1.591751877,-1.591751877,-1.591751877,1,0,1,0,1,0,2
0.543,0.815999026,0.815999026,0.815999026,-2.607389586,-2.607389586,-2.607389586,74.13448951,74.13448951,74.13448951,-1.591751877,-1.591751877,-1.591751877,1,0,1,0,1,0,2
0.54325,0.815999026,0.815999026,0.815999026,-2.607389586,-2.607389586,-2.607389586,74.13448951,74.13448951,74.13448951,-1.591751877,-1.591751877,-1.591751877,1,0,1,0,1,0,2
0.5435,0.815999026,0.815999026,0.815999026,-2.607389586,-2.607389586,-2.607389586,74.13448951,74.13448951,74.13448951,-1.591751877,-1.591751877,-1.591751877,1,0,1,0,1,0,2
0.54375,0.815999026,0.815999026,0.815999026,-2.607389586,-2.607389586,-2.607389586,74.13448951,74.13448951,74.13448951,-1.591751877,-1.591751877,-1.591751877,1,0,1,0,1,0,2
0.544,0.815639042,0.815639042,0.815639042,-2.606981916,-2.606981916,-2.606981916,74.13443525,74.13443525,74.13443525,-1.591755672,-1.591755672,-1.591755672,1,0,1,0,1,0,2
0.54425,0.815639042,0.815639042,0.815639042,-2.606981916,-2.606981916,-2.606981916,74.13443525,74.13443525,74.13443525,-1.591755672,-1.591755672,-1.591755672,1,0,1,0,1,0,2
0.5445,0.815639042,0.815639042,0.815639042,-2.606981916,-2.606981916,-2.606981916,74.13443525,74.13443525,74.13443525,-1.591755672,-1.591755672,-1.591755672,1,0,1,0,1,0,2
0.54475,0.815639042,0.815639042,0.815639042,-2.606981916,-2.606981916,-2.606981916,74.13443525,74.13443525,74.13443525,-1.591755672,-1.591755672,-1.591755672,1,0,1,0,1,0,2
0.545,0.815436569,0.815436569,0.815436569,-2.606443093,-2.606443093,-2.606443093,74.13418959,74.13418959,74.13418959,-1.591760695,-1.591760695,-1.591760695,1,0,1,0,1,0,2
0.54525,0.815436569,0.815436569,0.815436569,-2.606443093,-2.606443093,-2.606443093,74.13418959,74.13418959,74.13418959,-1.591760695,-1.591760695,-1.591760695,1,0,1,0,1,0,2
0.5455,0.815436569,0.815436569,0.815436569,-2.606443093,-2.606443093,-2.606443093,74.13418959,74.13418959,74.13418959,-1.591760695,-1.591760695,-1.591760695,1,0,1,0,1,0,2
0.54575,0.815436569,0.815436569,0.815436569,-2.606443093,-2.606443093,-2.606443093,74.13418959,74.13418959,74.13418959,-1.591760695,-1.591760695,-1.591760695,1,0,1,0,1,0,2
0.546,0.815417891,0.815417891,0.815417891,-2.605848452,-2.605848452,-2.605848452,74.13371812,74.13371812,74.13371812,-1.591764998,-1.591764998,-1.591764998,1,0,1,0,1,0,2
0.54625,0.815417891,0.815417891,0.815417891,-2.605848452,-2.605848452,-2.605848452,74.13371812,74.13371812,74.13371812,-1.591764998,-1.591764998,-1.591764998,1,0,1,0,1,0,2
0.5465,0.815417891,0.815417891,0.815417891,-2.605848452,-2.605848452,-2.605848452,74.13371812,74.13371812,74.13371812,-1.591764998,-1.591764998,-1.591764998,1,0,1,0,1,0,2
0.54675,0.815417891,0.815417891,0.815417891,-2.605848452,-2.605848452,-2.605848452,74.13371812,74.13371812,74.13371812,-1.591764998,-1.591764998,-1.591764998,1,0,1,0,1,0,2
0.547,0.815583576,0.815583576,0.815583576,-2.605300003,-2.605300003,-2.605300003,74.13374586,74.13374586,74.13374586,-1.591764922,-1.591764922,-1.591764922,1,0,1,0,1,0,2
0.54725,0.815583576,0.815583576,0.815583576,-2.605300003,-2.605300003,-2.605300003,74.13374586,74.13374586,74.13374586,-1.591764922,-1.591764922,-1.591764922,1,0,1,0,1,0,2
0.5475,0.815583576,0.815583576,0.815583576,-2.605300003,-2.605300003,-2.605300003,74.13374586,74.13374586,74.13374586,-1.591764922,-1.591764922,-1.591764922,1,0,1,0,1,0,2
0.54775,0.815583576,0.815583576,0.815583576,-2.605300003,-2.605300003,-2.605300003,74.13374586,74.13374586,74.13374586,-1.591764922,-1.591764922,-1.591764922,1,0,1,0,1,0,2
0.548,0.815889168,0.815889168,0.815889168,-2.604896214,-2.604896214,-2.604896214,74.13395511,74.13395511,74.13395511,-1.591765466,-1.591765466,-1.591765466,1,0,1,0,1,0,2
0.54825,0.815889168,0.815889168,0.815889168,-2.604896214,-2.604896214,-2.604896214,74.13395511,74.13395511,74.13395511,-1.591765466,-1.591765466,-1.591765466,1,0,1,0,1,0,2
0.5485,0.815889168,0.815889168,0.815889168,-2.604896214,-2.604896214,-2.604896214,74.13395511,74.13395511,74.13395511,-1.591765466,-1.591765466,-1.591765466,1,0,1,0,1,0,2
0.54875,0.815889168,0.815889168,0.815889168,-2.604896214,-2.604896214,-2.604896214,74.13395511,74.13395511,74.13395511,-1.591765466,-1.591765466,-1.591765466,1,0,1,0,1,0,2
0.549,0.816267266,0.816267266,0.816267266,-2.604683817,-2.604683817,-2.604683817,74.13436161,74.13436161,74.13436161,-1.591769083,-1.591769083,-1.591769083,1,0,1,0,1,0,2
0.54925,0.816267266,0.816267266,0.816267266,-2.604683817,-2.604683817,-2.604683817,74.13436161,74.13436161,74.13436161,-1.591769083,-1.591769083,-1.591769083,1,0,1,0,1,0,2
0.5495,0.816267266,0.816267266,0.816267266,-2.604683817,-2.604683817,-2.604683817,74.13436161,74.13436161,74.13436161,-1.591769083,-1.591769083,-1.591769083,1,0,1,0,1,0,2
0.54975,0.816267266,0.816267266,0.816267266,-2.604683817,-2.604683817,-2.604683817,74.13436161,74.13436161,74.13436161,-1.591769083,-1.591769083,-1.591769083,1,0,1,0,1,0,2
0.55,0.816267266,0.816267266,0.816267266,-2.604683817,-2.604683817,-2.604683817,74.13436161,74.13436161,74.13436161,-1.591769083,-1.591769083,-1.591769083,1,0,1,0,1,0,2
0.55025,0.816648162,0.816648162,0.816648162,-2.604666533,-2.604666533,-2.604666533,74.13462206,74.13462206,74.13462206,-1.591774275,-1.591774275,-1.591774275,1,0,1,0,1,0,2
0.5505,0.816648162,0.816648162,0.816648162,-2.604666533,-2.604666533,-2.604666533,74.13462206,74.13462206,74.13462206,-1.591774275,-1.591774275,-1.591774275,1,0,1,0,1,0,2
0.55075,0.816648162,0.816648162,0.816648162,-2.604666533,-2.604666533,-2.604666533,74.13462206,74.13462206,74.13462206,-1.591774275,-1.591774275,-1.591774275,1,0,1,0,1,0,2
0.551,0.816648162,0.816648162,0.816648162,-2.604666533,-2.604666533,-2.604666533,74.13462206,74.13462206,74.13462206,-1.591774275,-1.591774275,-1.591774275,1,0,1,0,1,0,2
0.55125,0.816982024,0.816982024,0.816982024,-2.604818333,-2.604818333,-2.604818333,74.13463509,74.13463509,74.13463509,-1.591775132,-1.591775132,-1.591775132,1,0,1,0,1,0,2
0.5515,0.816982024,0.816982024,0.816982024,-2.604818333,-2.604818333,-2.604818333,74.13463509,74.13463509,74.13463509,-1.591775132,-1.591775132,-1.591775132,1,0,1,0,1,0,2
0.55175,0.816982024,0.816982024,0.816982024,-2.604818333,-2.604818333,-2.604818333,74.13463509,74.13463509,74.13463509,-1.591775132,-1.591775132,-1.591775132,1,0,1,0,1,0,2
0.552,0.816982024,0.816982024,0.816982024,-2.604818333,-2.604818333,-2.604818333,74.13463509,74.13463509,74.13463509,-1.591775132,-1.591775132,-1.591775132,1,0,1,0,1,0,2
0.55225,0.817229838,0.817229838,0.817229838,-2.605099786,-2.605099786,-2.605099786,74.13461872,74.13461872,74.13461872,-1.591776278,-1.591776278,-1.591776278,1,0,1,0,1,0,2
0.5525,0.817229838,0.817229838,0.817229838,-2.605099786,-2.605099786,-2.605099786,74.13461872,74.13461872,74.13461872,-1.591776278,-1.591776278,-1.591776278,1,0,1,0,1,0,2
0.55275,0.817229838,0.817229838,0.817229838,-2.605099786,-2.605099786,-2.605099786,74.13461872,74.13461872,74.13461872,-1.591776278,-1.591776278,-1.591776278,1,0,1,0,1,0,2
0.553,0.817229838,0.817229838,0.817229838,-2.605099786,-2.605099786,-2.605099786,74.13461872,74.13461872,74.13461872,-1.591776278,-1.591776278,-1.591776278,1,0,1,0,1,0,2
0.55325,0.817363057,0.817363057,0.817363057,-2.605454888,-2.605454888,-2.605454888,74.13461808,74.13461808,74.13461808,-1.591776291,-1.591776291,-1.591776291,1,0,1,0,1,0,2
0.5535,0.817363057,0.817363057,0.817363057,-2.605454888,-2.605454888,-2.605454888,74.13461808,74.13461808,74.13461808,-1.591776291,-1.591776291,-1.591776291,1,0,1,0,1,0,2
0.55375,0.817363057,0.817363057,0.817363057,-2.605454888,-2.605454888,-2.605454888,74.13461808,74.13461808,74.13461808,-1.591776291,-1.591776291,-1.591776291,1,0,1,0,1,0,2
0.554,0.817363057,0.817363057,0.817363057,-2.605454888,-2.605454888,-2.605454888,74.13461808,74.13461808,74.13461808,-1.591776291,-1.591776291,-1.591776291,1,0,1,0,1,0,2
0.55425,0.817374515,0.817374515,0.817374515,-2.605823649,-2.605823649,-2.605823649,74.13452738,74.13452738,74.13452738,-1.591777118,-1.591777118,-1.591777118,1,0,1,0,1,0,2
0.5545,0.817374515,0.817374515,0.817374515,-2.605823649,-2.605823649,-2.605823649,74.13452738,74.13452738,74.13452738,-1.591777118,-1.591777118,-1.591777118,1,0,1,0,1,0,2
0.55475,0.817374515,0.817374515,0.817374515,-2.605823649,-2.605823649,-2.605823649,74.13452738,74.13452738,74.13452738,-1.591777118,-1.591777118,-1.591777118,1,0,1,0,1,0,2
0.555,0.817374515,0.817374515,0.817374515,-2.605823649,-2.605823649,-2.605823649,74.13452738,74.13452738,74.13452738,-1.591777118,-1.591777118,-1.591777118,1,0,1,0,1,0,2
0.55525,0.817276606,0.817276606,0.817276606,-2.606147433,-2.606147433,-2.606147433,74.13439937,74.13439937,74.13439937,-1.591777473,-1.591777473,-1.591777473,1,0,1,0,1,0,2
0.5555,0.817276606,0.817276606,0.817276606,-2.606147433,-2.606147433,-2.606147433,74.13439937,74.13439937,74.13439937,-1.591777473,-1.591777473,-1.591777473,1,0,1,0,1,0,2
0.55575,0.817276606,0.817276606,0.817276606,-2.606147433,-2.606147433,-2.606147433,74.13439937,74.13439937,74.13439937,-1.591777473,-1.591777473,-1.591777473,1,0,1,0,1,0,2
0.556,0.817276606,0.817276606,0.817276606,-2.606147433,-2.606147433,-2.606147433,74.13439937,74.13439937,74.13439937,-1.591777473,-1.591777473,-1.591777473,1,0,1,0,1,0,2
0.55625,0.817276606,0.817276606,0.817276606,-2.606147433,-2.606147433,-2.606147433,74.13439937,74.13439937,74.13439937,-1.591777473,-1.591777473,-1.591777473,1,0,1,0,1,0,2
