Domain,I+,I-,I0,IPH+,IPH-,IPH0,V+,V-,V0,VPH+,VPH-,VPH0,VA,VB,VC,IA,IB,IC,Type
0.52175,0.804125929,0.804125929,0.804125929,-2.550737296,-2.550737296,-2.550737296,74.40724325,74.40724325,74.40724325,-1.59670959,-1.59670959,-1.59670959,1,0,0,0,1,1,5
0.522,0.804579715,0.804579715,0.804579715,-2.549440174,-2.549440174,-2.549440174,74.39674633,74.39674633,74.39674633,-1.596739245,-1.596739245,-1.596739245,1,0,0,0,1,1,5
0.52225,0.804579715,0.804579715,0.804579715,-2.549440174,-2.549440174,-2.549440174,74.39674633,74.39674633,74.39674633,-1.596739245,-1.596739245,-1.596739245,1,0,0,0,1,1,5
0.5225,0.804579715,0.804579715,0.804579715,-2.549440174,-2.549440174,-2.549440174,74.39674633,74.39674633,74.39674633,-1.596739245,-1.596739245,-1.596739245,1,0,0,0,1,1,5
0.52275,0.804579715,0.804579715,0.804579715,-2.549440174,-2.549440174,-2.549440174,74.39674633,74.39674633,74.39674633,-1.596739245,-1.596739245,-1.596739245,1,0,0,0,1,1,5
0.523,0.805336636,0.805336636,0.805336636,-2.548534299,-2.548534299,-2.548534299,74.40172063,74.40172063,74.40172063,-1.596751792,-1.596751792,-1.596751792,1,0,0,0,1,1,5
0.52325,0.805336636,0.805336636,0.805336636,-2.548534299,-2.548534299,-2.548534299,74.40172063,74.40172063,74.40172063,-1.596751792,-1.596751792,-1.596751792,1,0,0,0,1,1,5
0.5235,0.805336636,0.805336636,0.805336636,-2.548534299,-2.548534299,-2.548534299,74.40172063,74.40172063,74.40172063,-1.596751792,-1.596751792,-1.596751792,1,0,0,0,1,1,5
0.52375,0.805336636,0.805336636,0.805336636,-2.548534299,-2.548534299,-2.548534299,74.40172063,74.40172063,74.40172063,-1.596751792,-1.596751792,-1.596751792,1,0,0,0,1,1,5
0.524,0.805944827,0.805944827,0.805944827,-2.548238502,-2.548238502,-2.548238502,74.41121011,74.41121011,74.41121011,-1.596835013,-1.596835013,-1.596835013,1,0,0,0,1,1,5
0.52425,0.805944827,0.805944827,0.805944827,-2.548238502,-2.548238502,-2.548238502,74.41121011,74.41121011,74.41121011,-1.596835013,-1.596835013,-1.596835013,1,0,0,0,1,1,5
0.5245,0.805944827,0.805944827,0.805944827,-2.548238502,-2.548238502,-2.548238502,74.41121011,74.41121011,74.41121011,-1.596835013,-1.596835013,-1.596835013,1,0,0,0,1,1,5
0.52475,0.805944827,0.805944827,0.805944827,-2.548238502,-2.548238502,-2.548238502,74.41121011,74.41121011,74.41121011,-1.596835013,-1.596835013,-1.596835013,1,0,0,0,1,1,5
0.525,0.805978803,0.805978803,0.805978803,-2.54823932,-2.54823932,-2.54823932,74.42090414,74.42090414,74.42090414,-1.597025391,-1.597025391,-1.597025391,1,0,0,0,1,1,5
0.52525,0.805978803,0.805978803,0.805978803,-2.54823932,-2.54823932,-2.54823932,74.42090414,74.42090414,74.42090414,-1.597025391,-1.597025391,-1.597025391,1,0,0,0,1,1,5
0.5255,0.805978803,0.805978803,0.805978803,-2.54823932,-2.54823932,-2.54823932,74.42090414,74.42090414,74.42090414,-1.597025391,-1.597025391,-1.597025391,1,0,0,0,1,1,5
0.52575,0.805978803,0.805978803,0.805978803,-2.54823932,-2.54823932,-2.54823932,74.42090414,74.42090414,74.42090414,-1.597025391,-1.597025391,-1.597025391,1,0,0,0,1,1,5
0.526,0.805978803,0.805978803,0.805978803,-2.54823932,-2.54823932,-2.54823932,74.42090414,74.42090414,74.42090414,-1.597025391,-1.597025391,-1.597025391,1,0,0,0,1,1,5
0.52625,0.80537057,0.80537057,0.80537057,-2.547909163,-2.547909163,-2.547909163,74.42460229,74.42460229,74.42460229,-1.597261307,-1.597261307,-1.597261307,1,0,0,0,1,1,5
0.5265,0.80537057,0.80537057,0.80537057,-2.547909163,-2.547909163,-2.547909163,74.42460229,74.42460229,74.42460229,-1.597261307,-1.597261307,-1.597261307,1,0,0,0,1,1,5
0.52675,0.80537057,0.80537057,0.80537057,-2.547909163,-2.547909163,-2.547909163,74.42460229,74.42460229,74.42460229,-1.597261307,-1.597261307,-1.597261307,1,0,0,0,1,1,5
0.527,0.80537057,0.80537057,0.80537057,-2.547909163,-2.547909163,-2.547909163,74.42460229,74.42460229,74.42460229,-1.597261307,-1.597261307,-1.597261307,1,0,0,0,1,1,5
0.52725,0.80448334,0.80448334,0.80448334,-2.546761207,-2.546761207,-2.546761207,74.42168793,74.42168793,74.42168793,-1.597470698,-1.597470698,-1.597470698,1,0,0,0,1,1,5
0.5275,0.80448334,0.80448334,0.80448334,-2.546761207,-2.546761207,-2.546761207,74.42168793,74.42168793,74.42168793,-1.597470698,-1.597470698,-1.597470698,1,0,0,0,1,1,5
0.52775,0.80448334,0.80448334,0.80448334,-2.546761207,-2.546761207,-2.546761207,74.42168793,74.42168793,74.42168793,-1.597470698,-1.597470698,-1.597470698,1,0,0,0,1,1,5
0.528,0.80448334,0.80448334,0.80448334,-2.546761207,-2.546761207,-2.546761207,74.42168793,74.42168793,74.42168793,-1.597470698,-1.597470698,-1.597470698,1,0,0,0,1,1,5
0.52825,0.803913688,0.803913688,0.803913688,-2.544939818,-2.544939818,-2.544939818,74.42043753,74.42043753,74.42043753,-1.597496485,-1.597496485,-1.597496485,1,0,0,0,1,1,5
0.5285,0.803913688,0.803913688,0.803913688,-2.544939818,-2.544939818,-2.544939818,74.42043753,74.42043753,74.42043753,-1.597496485,-1.597496485,-1.597496485,1,0,0,0,1,1,5
0.52875,0.803913688,0.803913688,0.803913688,-2.544939818,-2.544939818,-2.544939818,74.42043753,74.42043753,74.42043753,-1.597496485,-1.597496485,-1.597496485,1,0,0,0,1,1,5
0.529,0.803913688,0.803913688,0.803913688,-2.544939818,-2.544939818,-2.544939818,74.42043753,74.42043753,74.42043753,-1.597496485,-1.597496485,-1.597496485,1,0,0,0,1,1,5
0.52925,0.803940299,0.803940299,0.803940299,-2.543526143,-2.543526143,-2.543526143,74.43050487,74.43050487,74.43050487,-1.597403824,-1.597403824,-1.597403824,1,0,0,0,1,1,5
0.5295,0.803940299,0.803940299,0.803940299,-2.543526143,-2.543526143,-2.543526143,74.43050487,74.43050487,74.43050487,-1.597403824,-1.597403824,-1.597403824,1,0,0,0,1,1,5
0.52975,0.803940299,0.803940299,0.803940299,-2.543526143,-2.543526143,-2.543526143,74.43050487,74.43050487,74.43050487,-1.597403824,-1.597403824,-1.597403824,1,0,0,0,1,1,5
0.53,0.803940299,0.803940299,0.803940299,-2.543526143,-2.543526143,-2.543526143,74.43050487,74.43050487,74.43050487,-1.597403824,-1.597403824,-1.597403824,1,0,0,0,1,1,5
0.53025,0.804264605,0.804264605,0.804264605,-2.542616355,-2.542616355,-2.542616355,74.43503968,74.43503968,74.43503968,-1.597390975,-1.597390975,-1.597390975,1,0,0,0,1,1,5
0.5305,0.804264605,0.804264605,0.804264605,-2.542616355,-2.542616355,-2.542616355,74.43503968,74.43503968,74.43503968,-1.597390975,-1.597390975,-1.597390975,1,0,0,0,1,1,5
0.53075,0.804264605,0.804264605,0.804264605,-2.542616355,-2.542616355,-2.542616355,74.43503968,74.43503968,74.43503968,-1.597390975,-1.597390975,-1.597390975,1,0,0,0,1,1,5
0.531,0.804264605,0.804264605,0.804264605,-2.542616355,-2.542616355,-2.542616355,74.43503968,74.43503968,74.43503968,-1.597390975,-1.597390975,-1.597390975,1,0,0,0,1,1,5
0.53125,0.804264605,0.804264605,0.804264605,-2.542616355,-2.542616355,-2.542616355,74.43503968,74.43503968,74.43503968,-1.597390975,-1.597390975,-1.597390975,1,0,0,0,1,1,5
0.5315,0.804695845,0.804695845,0.804695845,-2.542106749,-2.542106749,-2.542106749,74.44055298,74.44055298,74.44055298,-1.597404825,-1.597404825,-1.597404825,1,0,0,0,1,1,5
0.53175,0.804695845,0.804695845,0.804695845,-2.542106749,-2.542106749,-2.542106749,74.44055298,74.44055298,74.44055298,-1.597404825,-1.597404825,-1.597404825,1,0,0,0,1,1,5
0.532,0.804695845,0.804695845,0.804695845,-2.542106749,-2.542106749,-2.542106749,74.44055298,74.44055298,74.44055298,-1.597404825,-1.597404825,-1.597404825,1,0,0,0,1,1,5
0.53225,0.804695845,0.804695845,0.804695845,-2.542106749,-2.542106749,-2.542106749,74.44055298,74.44055298,74.44055298,-1.597404825,-1.597404825,-1.597404825,1,0,0,0,1,1,5
0.5325,0.804998746,0.804998746,0.804998746,-2.541962037,-2.541962037,-2.541962037,74.44571696,74.44571696,74.44571696,-1.597450027,-1.597450027,-1.597450027,1,0,0,0,1,1,5
0.53275,0.804998746,0.804998746,0.804998746,-2.541962037,-2.541962037,-2.541962037,74.44571696,74.44571696,74.44571696,-1.597450027,-1.597450027,-1.597450027,1,0,0,0,1,1,5
0.533,0.804998746,0.804998746,0.804998746,-2.541962037,-2.541962037,-2.541962037,74.44571696,74.44571696,74.44571696,-1.597450027,-1.597450027,-1.597450027,1,0,0,0,1,1,5
0.53325,0.804998746,0.804998746,0.804998746,-2.541962037,-2.541962037,-2.541962037,74.44571696,74.44571696,74.44571696,-1.597450027,-1.597450027,-1.597450027,1,0,0,0,1,1,5
0.5335,0.805085277,0.805085277,0.805085277,-2.541964798,-2.541964798,-2.541964798,74.44905433,74.44905433,74.44905433,-1.597515463,-1.597515463,-1.597515463,1,0,0,0,1,1,5
0.53375,0.805085277,0.805085277,0.805085277,-2.541964798,-2.541964798,-2.541964798,74.44905433,74.44905433,74.44905433,-1.597515463,-1.597515463,-1.597515463,1,0,0,0,1,1,5
0.534,0.805085277,0.805085277,0.805085277,-2.541964798,-2.541964798,-2.541964798,74.44905433,74.44905433,74.44905433,-1.597515463,-1.597515463,-1.597515463,1,0,0,0,1,1,5
0.53425,0.805085277,0.805085277,0.805085277,-2.541964798,-2.541964798,-2.541964798,74.44905433,74.44905433,74.44905433,-1.597515463,-1.597515463,-1.597515463,1,0,0,0,1,1,5
0.5345,0.804948203,0.804948203,0.804948203,-2.541889081,-2.541889081,-2.541889081,74.45030184,74.45030184,74.45030184,-1.597594854,-1.597594854,-1.597594854,1,0,0,0,1,1,5
0.53475,0.804948203,0.804948203,0.804948203,-2.541889081,-2.541889081,-2.541889081,74.45030184,74.45030184,74.45030184,-1.597594854,-1.597594854,-1.597594854,1,0,0,0,1,1,5
0.535,0.804948203,0.804948203,0.804948203,-2.541889081,-2.541889081,-2.541889081,74.45030184,74.45030184,74.45030184,-1.597594854,-1.597594854,-1.597594854,1,0,0,0,1,1,5
0.53525,0.804948203,0.804948203,0.804948203,-2.541889081,-2.541889081,-2.541889081,74.45030184,74.45030184,74.45030184,-1.597594854,-1.597594854,-1.597594854,1,0,0,0,1,1,5
0.5355,0.804706531,0.804706531,0.804706531,-2.541572823,-2.541572823,-2.541572823,74.44940523,74.44940523,74.44940523,-1.597659344,-1.597659344,-1.597659344,1,0,0,0,1,1,5
0.53575,0.804706531,0.804706531,0.804706531,-2.541572823,-2.541572823,-2.541572823,74.44940523,74.44940523,74.44940523,-1.597659344,-1.597659344,-1.597659344,1,0,0,0,1,1,5
0.536,0.804706531,0.804706531,0.804706531,-2.541572823,-2.541572823,-2.541572823,74.44940523,74.44940523,74.44940523,-1.597659344,-1.597659344,-1.597659344,1,0,0,0,1,1,5
0.53625,0.804706531,0.804706531,0.804706531,-2.541572823,-2.541572823,-2.541572823,74.44940523,74.44940523,74.44940523,-1.597659344,-1.597659344,-1.597659344,1,0,0,0,1,1,5
0.5365,0.80458536,0.80458536,0.80458536,-2.541180421,-2.541180421,-2.541180421,74.45218333,74.45218333,74.45218333,-1.597602054,-1.597602054,-1.597602054,1,0,0,0,1,1,5
0.53675,0.80458536,0.80458536,0.80458536,-2.541180421,-2.541180421,-2.541180421,74.45218333,74.45218333,74.45218333,-1.597602054,-1.597602054,-1.597602054,1,0,0,0,1,1,5
0.537,0.80458536,0.80458536,0.80458536,-2.541180421,-2.541180421,-2.541180421,74.45218333,74.45218333,74.45218333,-1.597602054,-1.597602054,-1.597602054,1,0,0,0,1,1,5
0.53725,0.80458536,0.80458536,0.80458536,-2.541180421,-2.541180421,-2.541180421,74.45218333,74.45218333,74.45218333,-1.597602054,-1.597602054,-1.597602054,1,0,0,0,1,1,5
0.5375,0.80458536,0.80458536,0.80458536,-2.541180421,-2.541180421,-2.541180421,74.45218333,74.45218333,74.45218333,-1.597602054,-1.597602054,-1.597602054,1,0,0,0,1,1,5
0.53775,0.804580047,0.804580047,0.804580047,-2.541431066,-2.541431066,-2.541431066,74.46439047,74.46439047,74.46439047,-1.597489725,-1.597489725,-1.597489725,1,0,0,0,1,1,5
0.538,0.804580047,0.804580047,0.804580047,-2.541431066,-2.541431066,-2.541431066,74.46439047,74.46439047,74.46439047,-1.597489725,-1.597489725,-1.597489725,1,0,0,0,1,1,5
0.53825,0.804580047,0.804580047,0.804580047,-2.541431066,-2.541431066,-2.541431066,74.46439047,74.46439047,74.46439047,-1.597489725,-1.597489725,-1.597489725,1,0,0,0,1,1,5
0.5385,0.804580047,0.804580047,0.804580047,-2.541431066,-2.541431066,-2.541431066,74.46439047,74.46439047,74.46439047,-1.597489725,-1.597489725,-1.597489725,1,0,0,0,1,1,5
0.53875,0.804393205,0.804393205,0.804393205,-2.541953027,-2.541953027,-2.541953027,74.46676979,74.46676979,74.46676979,-1.597482983,-1.597482983,-1.597482983,1,0,0,0,1,1,5
0.539,0.804393205,0.804393205,0.804393205,-2.541953027,-2.541953027,-2.541953027,74.46676979,74.46676979,74.46676979,-1.597482983,-1.597482983,-1.597482983,1,0,0,0,1,1,5
0.53925,0.804393205,0.804393205,0.804393205,-2.541953027,-2.541953027,-2.541953027,74.46676979,74.46676979,74.46676979,-1.597482983,-1.597482983,-1.597482983,1,0,0,0,1,1,5
0.5395,0.804393205,0.804393205,0.804393205,-2.541953027,-2.541953027,-2.541953027,74.46676979,74.46676979,74.46676979,-1.597482983,-1.597482983,-1.597482983,1,0,0,0,1,1,5
0.53975,0.804098441,0.804098441,0.804098441,-2.542301294,-2.542301294,-2.542301294,74.46541879,74.46541879,74.46541879,-1.597479593,-1.597479593,-1.597479593,1,0,0,0,1,1,5
0.54,0.804098441,0.804098441,0.804098441,-2.542301294,-2.542301294,-2.542301294,74.46541879,74.46541879,74.46541879,-1.597479593,-1.597479593,-1.597479593,1,0,0,0,1,1,5
0.54025,0.804098441,0.804098441,0.804098441,-2.542301294,-2.542301294,-2.542301294,74.46541879,74.46541879,74.46541879,-1.597479593,-1.597479593,-1.597479593,1,0,0,0,1,1,5
0.5405,0.804098441,0.804098441,0.804098441,-2.542301294,-2.542301294,-2.542301294,74.46541879,74.46541879,74.46541879,-1.597479593,-1.597479593,-1.597479593,1,0,0,0,1,1,5
0.54075,0.803851481,0.803851481,0.803851481,-2.542419523,-2.542419523,-2.542419523,74.46178074,74.46178074,74.46178074,-1.597447759,-1.597447759,-1.597447759,1,0,0,0,1,1,5
0.541,0.803851481,0.803851481,0.803851481,-2.542419523,-2.542419523,-2.542419523,74.46178074,74.46178074,74.46178074,-1.597447759,-1.597447759,-1.597447759,1,0,0,0,1,1,5
0.54125,0.803851481,0.803851481,0.803851481,-2.542419523,-2.542419523,-2.542419523,74.46178074,74.46178074,74.46178074,-1.597447759,-1.597447759,-1.597447759,1,0,0,0,1,1,5
0.5415,0.803851481,0.803851481,0.803851481,-2.542419523,-2.542419523,-2.542419523,74.46178074,74.46178074,74.46178074,-1.597447759,-1.597447759,-1.597447759,1,0,0,0,1,1,5
0.54175,0.803843301,0.803843301,0.803843301,-2.542419266,-2.542419266,-2.542419266,74.45784136,74.45784136,74.45784136,-1.597370519,-1.597370519,-1.597370519,1,0,0,0,1,1,5
0.542,0.803843301,0.803843301,0.803843301,-2.542419266,-2.542419266,-2.542419266,74.45784136,74.45784136,74.45784136,-1.597370519,-1.597370519,-1.597370519,1,0,0,0,1,1,5
0.54225,0.803843301,0.803843301,0.803843301,-2.542419266,-2.542419266,-2.542419266,74.45784136,74.45784136,74.45784136,-1.597370519,-1.597370519,-1.597370519,1,0,0,0,1,1,5
0.5425,0.803843301,0.803843301,0.803843301,-2.542419266,-2.542419266,-2.542419266,74.45784136,74.45784136,74.45784136,-1.597370519,-1.597370519,-1.597370519,1,0,0,0,1,1,5
0.54275,0.804087833,0.804087833,0.804087833,-2.542554314,-2.542554314,-2.542554314,74.45638148,74.45638148,74.45638148,-1.597277516,-1.597277516,-1.597277516,1,0,0,0,1,1,5
0.543,0.804087833,0.804087833,0.804087833,-2.542554314,-2.542554314,-2.542554314,74.45638148,74.45638148,74.45638148,-1.597277516,-1.597277516,-1.597277516,1,0,0,0,1,1,5
0.54325,0.804087833,0.804087833,0.804087833,-2.542554314,-2.542554314,-2.542554314,74.45638148,74.45638148,74.45638148,-1.597277516,-1.597277516,-1.597277516,1,0,0,0,1,1,5
0.5435,0.804087833,0.804087833,0.804087833,-2.542554314,-2.542554314,-2.542554314,74.45638148,74.45638148,74.45638148,-1.597277516,-1.597277516,-1.597277516,1,0,0,0,1,1,5
0.54375,0.804087833,0.804087833,0.804087833,-2.542554314,-2.542554314,-2.542554314,74.45638148,74.45638148,74.45638148,-1.597277516,-1.597277516,-1.597277516,1,0,0,0,1,1,5
0.544,0.804444729,0.804444729,0.804444729,-2.543020695,-2.543020695,-2.543020695,74.45757557,74.45757557,74.45757557,-1.597191824,-1.597191824,-1.597191824,1,0,0,0,1,1,5
0.54425,0.804444729,0.804444729,0.804444729,-2.543020695,-2.543020695,-2.543020695,74.45757557,74.45757557,74.45757557,-1.597191824,-1.597191824,-1.597191824,1,0,0,0,1,1,5
0.5445,0.804444729,0.804444729,0.804444729,-2.543020695,-2.543020695,-2.543020695,74.45757557,74.45757557,74.45757557,-1.597191824,-1.597191824,-1.597191824,1,0,0,0,1,1,5
0.54475,0.804444729,0.804444729,0.804444729,-2.543020695,-2.543020695,-2.543020695,74.45757557,74.45757557,74.45757557,-1.597191824,-1.597191824,-1.597191824,1,0,0,0,1,1,5
0.545,0.804668373,0.804668373,0.804668373,-2.54374071,-2.54374071,-2.54374071,74.45764624,74.45764624,74.45764624,-1.597190368,-1.597190368,-1.597190368,1,0,0,0,1,1,5
0.54525,0.804668373,0.804668373,0.804668373,-2.54374071,-2.54374071,-2.54374071,74.45764624,74.45764624,74.45764624,-1.597190368,-1.597190368,-1.597190368,1,0,0,0,1,1,5
0.5455,0.804668373,0.804668373,0.804668373,-2.54374071,-2.54374071,-2.54374071,74.45764624,74.45764624,74.45764624,-1.597190368,-1.597190368,-1.597190368,1,0,0,0,1,1,5
0.54575,0.804668373,0.804668373,0.804668373,-2.54374071,-2.54374071,-2.54374071,74.45764624,74.45764624,74.45764624,-1.597190368,-1.597190368,-1.597190368,1,0,0,0,1,1,5
0.546,0.804659418,0.804659418,0.804659418,-2.54421084,-2.54421084,-2.54421084,74.45209467,74.45209467,74.45209467,-1.59724142,-1.59724142,-1.59724142,1,0,0,0,1,1,5
0.54625,0.804659418,0.804659418,0.804659418,-2.54421084,-2.54421084,-2.54421084,74.45209467,74.45209467,74.45209467,-1.59724142,-1.59724142,-1.59724142,1,0,0,0,1,1,5
0.5465,0.804659418,0.804659418,0.804659418,-2.54421084,-2.54421084,-2.54421084,74.45209467,74.45209467,74.45209467,-1.59724142,-1.59724142,-1.59724142,1,0,0,0,1,1,5
0.54675,0.804659418,0.804659418,0.804659418,-2.54421084,-2.54421084,-2.54421084,74.45209467,74.45209467,74.45209467,-1.59724142,-1.59724142,-1.59724142,1,0,0,0,1,1,5
0.547,0.804573548,0.804573548,0.804573548,-2.544452403,-2.544452403,-2.544452403,74.4502308,74.4502308,74.4502308,-1.597246695,-1.597246695,-1.597246695,1,0,0,0,1,1,5
0.54725,0.804573548,0.804573548,0.804573548,-2.544452403,-2.544452403,-2.544452403,74.4502308,74.4502308,74.4502308,-1.597246695,-1.597246695,-1.597246695,1,0,0,0,1,1,5
0.5475,0.804573548,0.804573548,0.804573548,-2.544452403,-2.544452403,-2.544452403,74.4502308,74.4502308,74.4502308,-1.597246695,-1.597246695,-1.597246695,1,0,0,0,1,1,5
0.54775,0.804573548,0.804573548,0.804573548,-2.544452403,-2.544452403,-2.544452403,74.4502308,74.4502308,74.4502308,-1.597246695,-1.597246695,-1.597246695,1,0,0,0,1,1,5
0.548,0.804465715,0.804465715,0.804465715,-2.544580376,-2.544580376,-2.544580376,74.44857279,74.44857279,74.44857279,-1.597242528,-1.597242528,-1.597242528,1,0,0,0,1,1,5
0.54825,0.804465715,0.804465715,0.804465715,-2.544580376,-2.544580376,-2.544580376,74.44857279,74.44857279,74.44857279,-1.597242528,-1.597242528,-1.597242528,1,0,0,0,1,1,5
0.5485,0.804465715,0.804465715,0.804465715,-2.544580376,-2.544580376,-2.544580376,74.44857279,74.44857279,74.44857279,-1.597242528,-1.597242528,-1.597242528,1,0,0,0,1,1,5
0.54875,0.804465715,0.804465715,0.804465715,-2.544580376,-2.544580376,-2.544580376,74.44857279,74.44857279,74.44857279,-1.597242528,-1.597242528,-1.597242528,1,0,0,0,1,1,5
0.549,0.804394627,0.804394627,0.804394627,-2.544614616,-2.544614616,-2.544614616,74.44741208,74.44741208,74.44741208,-1.597232364,-1.597232364,-1.597232364,1,0,0,0,1,1,5
0.54925,0.804394627,0.804394627,0.804394627,-2.544614616,-2.544614616,-2.544614616,74.44741208,74.44741208,74.44741208,-1.597232364,-1.597232364,-1.597232364,1,0,0,0,1,1,5
0.5495,0.804394627,0.804394627,0.804394627,-2.544614616,-2.544614616,-2.544614616,74.44741208,74.44741208,74.44741208,-1.597232364,-1.597232364,-1.597232364,1,0,0,0,1,1,5
0.54975,0.804394627,0.804394627,0.804394627,-2.544614616,-2.544614616,-2.544614616,74.44741208,74.44741208,74.44741208,-1.597232364,-1.597232364,-1.597232364,1,0,0,0,1,1,5
0.55,0.804394627,0.804394627,0.804394627,-2.544614616,-2.544614616,-2.544614616,74.44741208,74.44741208,74.44741208,-1.597232364,-1.597232364,-1.597232364,1,0,0,0,1,1,5
0.55025,0.804361189,0.804361189,0.804361189,-2.544613659,-2.544613659,-2.544613659,74.44694976,74.44694976,74.44694976,-1.597223294,-1.597223294,-1.597223294,1,0,0,0,1,1,5
0.5505,0.804361189,0.804361189,0.804361189,-2.544613659,-2.544613659,-2.544613659,74.44694976,74.44694976,74.44694976,-1.597223294,-1.597223294,-1.597223294,1,0,0,0,1,1,5
0.55075,0.804361189,0.804361189,0.804361189,-2.544613659,-2.544613659,-2.544613659,74.44694976,74.44694976,74.44694976,-1.597223294,-1.597223294,-1.597223294,1,0,0,0,1,1,5
0.551,0.804361189,0.804361189,0.804361189,-2.544613659,-2.544613659,-2.544613659,74.44694976,74.44694976,74.44694976,-1.597223294,-1.597223294,-1.597223294,1,0,0,0,1,1,5
0.55125,0.80436387,0.80436387,0.80436387,-2.54461513,-2.54461513,-2.54461513,74.44675424,74.44675424,74.44675424,-1.59721083,-1.59721083,-1.59721083,1,0,0,0,1,1,5
0.5515,0.80436387,0.80436387,0.80436387,-2.54461513,-2.54461513,-2.54461513,74.44675424,74.44675424,74.44675424,-1.59721083,-1.59721083,-1.59721083,1,0,0,0,1,1,5
0.55175,0.80436387,0.80436387,0.80436387,-2.54461513,-2.54461513,-2.54461513,74.44675424,74.44675424,74.44675424,-1.59721083,-1.59721083,-1.59721083,1,0,0,0,1,1,5
0.552,0.80436387,0.80436387,0.80436387,-2.54461513,-2.54461513,-2.54461513,74.44675424,74.44675424,74.44675424,-1.59721083,-1.59721083,-1.59721083,1,0,0,0,1,1,5
0.55225,0.804386646,0.804386646,0.804386646,-2.544644779,-2.544644779,-2.544644779,74.44687753,74.44687753,74.44687753,-1.597201983,-1.597201983,-1.597201983,1,0,0,0,1,1,5
0.5525,0.804386646,0.804386646,0.804386646,-2.544644779,-2.544644779,-2.544644779,74.44687753,74.44687753,74.44687753,-1.597201983,-1.597201983,-1.597201983,1,0,0,0,1,1,5
0.55275,0.804386646,0.804386646,0.804386646,-2.544644779,-2.544644779,-2.544644779,74.44687753,74.44687753,74.44687753,-1.597201983,-1.597201983,-1.597201983,1,0,0,0,1,1,5
0.553,0.804386646,0.804386646,0.804386646,-2.544644779,-2.544644779,-2.544644779,74.44687753,74.44687753,74.44687753,-1.597201983,-1.597201983,-1.597201983,1,0,0,0,1,1,5
0.55325,0.804403371,0.804403371,0.804403371,-2.544698432,-2.544698432,-2.544698432,74.4469992,74.4469992,74.4469992,-1.597199476,-1.597199476,-1.597199476,1,0,0,0,1,1,5
0.5535,0.804403371,0.804403371,0.804403371,-2.544698432,-2.544698432,-2.544698432,74.4469992,74.4469992,74.4469992,-1.597199476,-1.597199476,-1.597199476,1,0,0,0,1,1,5
0.55375,0.804403371,0.804403371,0.804403371,-2.544698432,-2.544698432,-2.544698432,74.4469992,74.4469992,74.4469992,-1.597199476,-1.597199476,-1.597199476,1,0,0,0,1,1,5
0.554,0.804403371,0.804403371,0.804403371,-2.544698432,-2.544698432,-2.544698432,74.4469992,74.4469992,74.4469992,-1.597199476,-1.597199476,-1.597199476,1,0,0,0,1,1,5
0.55425,0.80440264,0.80440264,0.80440264,-2.544738081,-2.544738081,-2.544738081,74.44663151,74.44663151,74.44663151,-1.597202857,-1.597202857,-1.597202857,1,0,0,0,1,1,5
0.5545,0.80440264,0.80440264,0.80440264,-2.544738081,-2.544738081,-2.544738081,74.44663151,74.44663151,74.44663151,-1.597202857,-1.597202857,-1.597202857,1,0,0,0,1,1,5
0.55475,0.80440264,0.80440264,0.80440264,-2.544738081,-2.544738081,-2.544738081,74.44663151,74.44663151,74.44663151,-1.597202857,-1.597202857,-1.597202857,1,0,0,0,1,1,5
0.555,0.80440264,0.80440264,0.80440264,-2.544738081,-2.544738081,-2.544738081,74.44663151,74.44663151,74.44663151,-1.597202857,-1.597202857,-1.597202857,1,0,0,0,1,1,5
0.55525,0.804394418,0.804394418,0.804394418,-2.544761244,-2.544761244,-2.544761244,74.44653999,74.44653999,74.44653999,-1.597203116,-1.597203116,-1.597203116,1,0,0,0,1,1,5
0.5555,0.804394418,0.804394418,0.804394418,-2.544761244,-2.544761244,-2.544761244,74.44653999,74.44653999,74.44653999,-1.597203116,-1.597203116,-1.597203116,1,0,0,0,1,1,5
0.55575,0.804394418,0.804394418,0.804394418,-2.544761244,-2.544761244,-2.544761244,74.44653999,74.44653999,74.44653999,-1.597203116,-1.597203116,-1.597203116,1,0,0,0,1,1,5
0.556,0.804394418,0.804394418,0.804394418,-2.544761244,-2.544761244,-2.544761244,74.44653999,74.44653999,74.44653999,-1.597203116,-1.597203116,-1.597203116,1,0,0,0,1,1,5
0.55625,0.804394418,0.804394418,0.804394418,-2.544761244,-2.544761244,-2.544761244,74.44653999,74.44653999,74.44653999,-1.597203116,-1.597203116,-1.597203116,1,0,0,0,1,1,5
0.5565,0.804384815,0.804384815,0.804384815,-2.544772648,-2.544772648,-2.544772648,74.44651562,74.44651562,74.44651562,-1.597203055,-1.597203055,-1.597203055,1,0,0,0,1,1,5
0.55675,0.804384815,0.804384815,0.804384815,-2.544772648,-2.544772648,-2.544772648,74.44651562,74.44651562,74.44651562,-1.597203055,-1.597203055,-1.597203055,1,0,0,0,1,1,5
0.557,0.804384815,0.804384815,0.804384815,-2.544772648,-2.544772648,-2.544772648,74.44651562,74.44651562,74.44651562,-1.597203055,-1.597203055,-1.597203055,1,0,0,0,1,1,5
0.55725,0.804384815,0.804384815,0.804384815,-2.544772648,-2.544772648,-2.544772648,74.44651562,74.44651562,74.44651562,-1.597203055,-1.597203055,-1.597203055,1,0,0,0,1,1,5
